comment,language,product,reviewer,reviewer_review_count,time,title,vote
"Really regretting not looking up the reviews for this company before I ordered my Razer Panthera fight-stick its been 2 weeks(25th November) and my product has yet to arrive. Lesson learnt I should have ordered the product from a third party like amazon!!!!.  I emailed them on December the 4th asking why my product has not arrived as they stated it would only take 3-5 days for the stick to reach me they responded 24 hours later claiming that ""Due to the large influx of requests during recent times"" it would now take 6-9 days. lo and behold my product 5 days after the last email it still hasn't arrived.",english,razer,imad ahmed,1,2017-12-09T14:52:50.000+00:00,Worst customer service ever!!!,1
"Decided to buy Razer Phone from 3, ordered a case and it hasn't arrived. Want to find out more and their live chat doesn't work and their contact form doesn't either and there is no UK phone number. Seriously this company is cr@p, don't give a care after they got your money and I'm really regretting leaving Apple now.",english,razer,Ellis King,2,2017-12-08T13:18:13.000+00:00,Worst Customer Support Ever!,1
Never ever again. Same as last xmas. They take your money and never send anything or suddenly it goes out of stock after weeks of waiting.  If you really want a razer product dont buy off them directly.,english,razer,Paul Williams,3,2017-12-08T12:42:25.000+00:00,Never ever again,1
"Horrible company!!! Would not sell me a computer!  My AMEX approved purchase, Razor declined... said they want picture ID (racists?) govt issued with order address on it.  I explained to them the law here does not allow business address on driver's license or passport, has to be home address and I ordered using my company address/card (I own company).  No response.    I wrote back asking for their corp atty contact info so my atty could talk with him/her....  no response.  I sent all of my contact info and ask for someone to contact me to clear this up so I can pay them nearly $5K for a computer....  no response.  ....and guess what, I am a repeat customer so they have my info!  It only gets worse once you buy the machine...  Garbage garbage company.  Avoid at all cost.",english,razer,Jared Stern,2,2017-11-24T01:02:48.000+00:00,Horrible company!!,1
"I purchased a Razer Blade Notebook computer. I was very pleased with the computer itself. The issue I have with this company is with their technical support.  I had an accident where the strap on my notebook backpack broke and fell to the ground. My screen was cracked. I contacted technical support via phone to find out the steps necessary in order to get a quote to replace the broken screen. I spoke with a knowledgeable agent who assigned me an RMA number and informed me of the necessary steps to ship the product to them. The RMA number was to expire in 30 days. While it took me a couple weeks to get it sent off the number was not expired. I got an email on November 9th, 2017 informing me they received my computer. That email stated it typically took the company 1-5 business days to contact me with a quote to repair it. I sent them an email on 11/15 asking for an update on the status of my computer and heard nothing. On 11/17 (today) I called customer service. The first time I called the call conveniently disconnected when the agent realized I was not happy. I immediately called back and spoke to another agent that was in India named ""Emily"".  She said the case had been escalated and the RNA number had expired before they received my notebook which is not true. ""Emily"" said she had no idea why they haven't contacted me with the quote. She informed me that she could not tell me when I can expect to hear anything. I asked to speak to a supervisor and was told there wasn't one and that I had to wait until they contacted me.   This is ridiculous. I paid over $2k for a computer and followed all the instructions given to me yet I still have NO IDEA when I will get my computer back. They may produce a good product but because they don't give a crap once you've purchased their product.   I will never buy another Razer product. :(",english,razer,Carrie Henderson,1,2017-11-17T17:59:45.000+00:00,Avoid: Horrible Customer Service.,1
I was going to buy a razer blade pro 17 from the website but thanks to you all I'm backing out nor am I going to get a razer. This is our hard earned cash and it doesn't make any sence to not get rightful customer service. I'll rather spend my money else where then to have a headache. Hopefully you all found nothing but better sulutions for your situations.  Razer rate -100/100,english,razer,You don't need to know,1,2017-11-16T08:13:16.000+00:00,Thank you all who posted here.,1
"If you live in Canada, DO NOT BUY A RAZER PRODUCT. If you have a problem after the warranty runs out YOU CANNOT GET IT FIXED IN CANADA. Razer will not sell the parts for repairs to the place that sold you the system, in my case London Drugs which has a A+ Certified computer technician. They have monopolized the repairs so only they can do the work. Lose 30% on your money and send it to California as it seems CANADIANS ARE NOT GOOD ENOUGH TO REPAIR IT.   Tim Katona",english,razer,Tim Katona,1,2017-11-06T19:56:28.000+00:00,CANADIANS DO NOT BUY RAZER!,1
"I'm just going to go ahead and post the email I sent them in which I got the response ""We are pleased to inform you that repairs on your Razer Blade are completed and it has been shipped back to you."" Which tells me they did not even read my email at all. This is what I sent them:    Let me start off by saying that when I invested in a nearly $3,000 in 2015 I expected the the piece of hardware to last more than 2 years. Unfortunately it has not, it has had nothing but problems and I have opened hundreds of support tickets with the company. However, recently my problem is that the computer started to speraticly turn on and off and it eventually stopped charging or powering on all together. At this point it was the middle of the summer. I submitted a support ticket though email after several increadably unhelpful calls (in 2 of which I was told the same advice.) After roughly 4 weeks of waiting for an answer I am told the battery has gone bad, and as your company don't sell the batteries separate I had to send it to California. Spending $80 of my own money for shipping. It was then returned to me, the address I was given was not correct. I send it again and I do not hear back from your company for nearly 2 and a half months. Each time I call nobody knows what the status of my divice is. After several calls a week I am told that it has arrived, and that it would be $200 to repair. I pay the $200, and am told it will take 5 business days. After 5 business days I check on the status and find out that nobody knows the status of the device yet again. After a whole month and a half (today, October 30th) It finaly shows up in the mail )despite the shipping tracker registering it dropped of the the wrong address.) Tonight after months of struggle I finaly have my ridiculously expensive headache back. JUST TO FIND OUT THAT THE PROBLEM WAS NOT FIXED. The computer will not turn on and after a full day of charging, only remains on for 3 minutes. I am furious. This costumer and product experience has be absolutely horrible for the amount of money I played your company for this mess.   There are only 2 things that can happen now that will keep me from sending my experience directly to my publisher.   1. Your company can send me a WORKING System.   2. Your company can credit me the price of the device as I can no longer sell it.   And you will immediately refund me my $280 spent of this repair. If this last step is not done post haste I will not hesitate to involve my lawyer.   I expect a reply within 12 hours.",english,razer,Graham Brown,1,2017-10-31T13:26:25.000+00:00,You would have better luck ordering a pizza from the DMV,1
"I will say when you first receive a Razer Raiju they are amazing. BUT they don’t even last 6 months.  I’m on my second controller since they were released but have had Left Stick issues with both.   Even though they are advertised as 2 Year Warranty which in the EU is actually law anyway, trying to get them to fix or replace it, is beyond a joke!   I will not go into every detail as it will make this very long and boring. Just give enough details and facts to be relevant, to be informed enough on why you should avoid Razer products.   Firstly you can’t just send it back, you need to try and convince them that there’s even a problem with it. Only when you get a RMZ can number can it be returned. Every reply seems to come from a different person or what actually looks like a bot.  Not one of them seems to read the email you have sent previously. You can fill it with as much information and details as possible but it’s like they’ve only read the first two lines.  They constantly ask you stupid questions like “have you tried it on another game” “have you tried it on another system” “have you tried updating the firmware”.  They don’t ask you this once, it’s a cycle day after day and the name on the reply is someone different. All of this information can be stated in the very first email but 10 days later someone can be asking you these same question you already stated in the opening email. Again the replies themselves are structured like they are a bot.   They also want videos. They try to make it difficult and complicated. The want videos of gameplay and your hand on the controller at the same time.  As I have a problem with the L3 that effects running I made a video and uploaded it to Youtube of how many times my character suddenly stopped dead!  After being thanked for the video, two replies later I’m being asked again for a video. Then another two replies later asking for a different video. The first video was more than sufficient to demonstrate the controller is in fact faulty.  Again this is the second controller. This replacement is not even 6 months old, so at this point I shouldn’t even have to prove the fault. It’s only after 6 months in which you may have to show there’s a fault.  But you reply and get a response from someone else.   After saying I wanted to make a formal complaint and wanting details of the complaint procedure, I received a reply saying “sadly your Razer Raiju seems to be defective and needs to be replaced. I already reached out to the warranty team; my colleagues will contact you soon with the next steps”. But the very next day I received another reply from customer service asking for yet another video. I’ve never been contacted by the warranty team.   I’ve asked them twice now for this to be escalated to a supervisor and that I would like to make a formal complaint.  I suspect they just try to infuriate you enough that you just stop replying. They go on like you’re a moron. Of course you would try it with other games and such, you’re actually going to waste your own time. I mean the video I provided clearly shows there’s something seriously wrong. I provided a video of the controller its self, to show it had not been damaged or tampered with also. This was all provided in the first 24hrs along with “I’ve updated the firmware, trying multiple games and tried it on a friends system” but every day you receive a response asking the same questions and from what’s supposed to be a different representative. Bare in mind I have a case number so all the information should be on their system never mind in the email thread.  They just do whatever they can to not not repair, replace or refund the product with by law they actually have to do.   I’ve now contacted the ECC and filling a case against them. I no longer want a replacement. I want a refund. If they had just sorted out a replacement within a couple of days I would have been fine, but now, no. I’m not going through this again in another few months.   I personally know of two people with the same issue having the same problem. After searching the web it’s full of stick issues and reviews of customer service are terrible. I wish I had done a little more research about Razer as a company before buying the sparkly product.",english,razer,crusty,3,2017-10-31T12:38:31.000+00:00,WARNING! Do not buy a Razer Raiju PS4 Controller or Razer products in general. When it’s faulty trying to access warranty their customer service is appalling.,1
"Razersupport was polite but ultimately useless. If your product ever breaks god forbid you try getting a replacement.  I live in australia and our laws supersede whatever fineprint they think to place. They willingly broke the law in their refusal to honour their warranty for goods meant to last at least a year. I've sent in a complaint to the ACCC for the misleading policy they have in place, hopefully something comes out of it and they get fined.  I should have looked up trustpilot before ever thinking of buying from them.",english,razer,Samantha Sozanski,1,2017-10-30T17:11:46.000+00:00,The absolute worst company I've ever had the displeasure of buying from.,1
"This is the worst services, products and everything that you would want as a consumer, but, I wasted so much time already on this lowlife company, so i am just gonna end with this one star review.",english,razer,Rasmus G. Kristensen,1,2017-10-30T15:13:50.000+00:00,Simply the worst,1
"Worst company I've ever had to deal with.   The customer support person I spoke with on the phone even AGREED with me. ""That's Razer for you"". What kind of a message is that sending to customers when the people working for the company admit how terrible it is?   This is a terrible shame because I actually like the products. They look good at first, but scratch beneath the surface and you find a plague of cheap parts that do not last long. For a product that costs so much compared to its competition, this is certainly not what you should be receiving.  I bought a laptop from Razer 2 years ago, which had battery problems from the start. I never used it so by the time I got around to getting it fixed, it was out of warranty. That's fine, my fault.  So I paid $65 to send it to their repair place, then they told me it would cost $700(!!!) to fix a BATTERY. They added on an ""optional"" $400 repair for the LCD screen which, as far as I could see, had absolutely nothing wrong with it. What a disgusting way to squeeze money out of people (who had already shelled out a whopping $2300 for the laptop in the first place).   This in addition to their mice products (first one I bought broke within 12 months of buying it, I stupidly went out and bought a replacement, which is currently falling apart after 6 months).  Just so disappointing. I want to buy and use their products, but this service makes it impossible for me to continue supporting them.   Customer lost. Bye Razer.",english,razer,Paul James Gallagher Rankin,2,2017-10-27T22:26:48.000+00:00,Worst company I've ever had to deal …,1
"I wish I could rate it lower.  I ordered a Razer Blade Stealth, and returned the product upon receiving it because I needed to change my order. Its been ONE MONTH. And I've contacted their live chat 7 times now, every time being told I would receive an email regarding my refund. I never received a single email. After contacting them again, they told me I would receive my refund within 3 days. 4 days later, no refund. Messaged them again, TOLD ME MY  COMPUTER WASNT EVEN IN THE PACKAGE. I never opened the box before sending it back. In fact, they told me the box was 6.9 pounds, and the only thing they received back was a computer sleeve and the box? So was the sleeve 6.9 pounds?! The stealth is 2.75lbs. Completely unprofessional. Was never notified of this until literally asking them what the ""investigation"" was about. Then they told me to file a claim against UPS. like what did ups do. Completely ridiculous.  I have a razer already, and I love the computer, but the service is terrible.",english,razer,Sarah Ha,1,2017-10-27T17:53:28.000+00:00,I wish I could rate it lower.,1
"Holy crap where to start...  I ordered a refurbished Razer Blade off of Razers Outlet store for around $1200. After a couple hours I decided to cancel the order and try to buy a different laptop locally in my area. This purchase was made on September 11, 2017. It has been over a month and I have yet to receive a refund for the laptop. I contacted their live chat support and they keep delaying. One day I contact them, their system is down. The next day, their supervisor is in a meeting and they can instead email me within 3 business days. This has been ongoing for 4 weeks now. I am at the point of going to my bank and requesting a fraud investigation against Razer. Such a dissapointment for such a hyped company. I managed to get some sort of compensation out of one of the Razer live chat support ""supervisors"". They said htey would send me a Razer BlackWidow Chroma for free with the refund. But all they've been telling me is lies. Lets see what happens.",english,razer,Nexxy Billz,1,2017-10-10T03:16:24.000+00:00,Holy crap where to start...,1
"It's easier to buy a house or a car, than to buy a Razer product online. They have your information when placing an order, then they want the same information again and again in other forms of documents. After verification days later, they may allow you to purchase it all over again. It's not customer friendly at all. As much as I wanted the Razer Pro laptop, I decided to back out of the purchase.",english,razer,D,1,2017-10-09T21:01:16.000+00:00,It's easier to buy a house or a car,1
i bought a mouse and a keyboard there are excellent products i enjoy it a lot and i don't have it problems with their functions in my mac,english,razer,Holanda Quetalca,1,2017-10-08T21:28:15.000+00:00,razer productos,5
"I ordered a refurbished razer blade on the 25th of september, their estimates said 2-3 days to leave the warehouse and 3-5 for actual delivery, seems normal. after 7 days my order still said ""in process"" meaning it hadnt shipped yet. I opened a support ticket and they said they would fix the situation, and apologized. 2 days later the order is still ""in process"" so I opened another ticket they said their systems were down and to come back in 1-2 hours. So, after about 2 hours passed I came back, they then said come back in 24-48 hours. 24 hours later I opened another ticket saying they will email me a status update in 2-3 business days. This happened today, Thursday. meaning I will likely have to wait until monday, for an UPDATE. meaning I will have waited 14 days for an update an an expected maximum 8 day delivery. This is absolutely ridiculous. I was planning on using this laptop for school and this is becoming more and more infuriating.",english,razer,Steven Kroger,1,2017-10-05T22:47:49.000+00:00,"Good at apologizing, not getting things done",1
Ordered a refurbished razorblade stealth on 10 September 2017.  It said the order would be actioned within max five days.  Still waiting now and it is October.  Have contacted them to try to cancel it but no response.,english,razer,Paul Norton,1,2017-10-01T22:50:32.000+00:00,Ordered a refurbished razorblade …,1
Bought two of the Razer Momba's both continually freeze up and are basically useless. I have to keep switching to my old mouse. Can't believe they don't have a fix for this. I'll never buy there stuff  again.,english,razer,Bryan Nielsen,1,2017-10-01T20:14:52.000+00:00,Bought two of the Razer Momba's both …,1
"I spent good money on top of the line Razer Blade, late 2016 model. Within 6 months the cheap hardware (MOSFET) theY have used inside the shiny machine have blown, leaving the laptop useless. Never buy Razer and stay miles away from it!",english,razer,Zunair Butt,1,2017-10-01T14:30:19.000+00:00,I spent good money on top of the line …,1
Just bought razer blade pro 4k and came broken.  Did not come with all promotional items.  Razer promised an expedited exchange and told me they would send promotional items.  They did not do either.  Finally got my second one.  Still missing promotional items.  New guy tells me that I ordered it a few days before the promotion started and therefore i couldn't get the items after I had been told I would get the items.  The start date of the promo is not on the website and was promoted as if already active. Basically false advertising. Awful customer service.,english,razer,Ryan Humphries,3,2017-09-28T11:56:53.000+00:00,Just bought razer blade pro 4k and came …,1
"How to start here.... i didn't knew that there was a hell of a problem in razerstore! At 9/01/2017 i decided to purchase a razer blade stealth 12.5 inch for 1.4k usd including tax. However they did not ship it to me due to my billing and shipping not matching the same. What The F! I've been waiting for the laptop everyday to be shipped but for 3 weeks it has remained "" IN PROCESS"" They didnt even email me about the cancellation! I've tried vontacting them via live chat for almost 10 times already! They gave me a refund and they said ""the refund will be processed after 3 days"" and 5 days have passed, no refund process 😂 After 6th day i contacted them again they it got processed. Now i waited 7 days again. And bam. I still havent receive my money!",english,razer,xThundersZ,1,2017-09-24T14:19:11.000+00:00,xThundersZ experience about razerstore.,1
"Wow hmmm where to begin ?  Just like other reviews say Razer is too much focused on security precautions rather than their own customers .. There is now 2 individuals on here that share that same experience I witnessed and went through.. Buying from Razerzone.com was easily one of the most dreadful stressful worst experiences ever in my lifetime of 31 years ! That's saying a lot as a matter a fact Razer upset me so bad I literally within that next week sold all my Razer products and replaced with Aorus we will get to that later .. Anyways it all started 08/30/2017 which was the initial FIRST order date. I ordered Razers Razer Blade PRO 4K 512GB with Destiny 2 and Intel game bundle . also was told after my order I would receive Razer Lancet wireless mouse.. So received my conformation saying congrats on your order Jason your order is in progress and getting ready to ship .. I was like sweet.. Great right ?? WRONG! I was than sent an email from Razer support saying my order has been canceled due to PO BOX for billing address but I gave them my Residence physical address for shipping purposes..obviously ! Well let me tell y'all this YOUR billing and shipping address must be exactly the same no matter what the case is.. On top of this it must match exactly what is on your drivers License so heres where everything take the turn for the worse  Please brace yourself.. Like for real hold on !!  So after this whole ordeal of being informed by email that my order was canceled I contacted Razer support and told them ummm that's my correct billing address and transaction won't go through your right no matter what! Get this these fools literally told me use your physical address that is on your drivers license lol..  I was like NO ! That's my correct billing address.. So I said I will get back to you guys contacted Pay pal which I used for payment to this awful company.. And I informed them of what Razer is telling me.. Pay pal was like what you mean on our end we show your order was successful congratulations on your new laptop purchase.. And I said ""No Sir I promise you on Razers end its canceled!"" Pay pal than made a case contacted Razer and you won't believe this Razer sent to my pay pal only as a flipping authorization not even a charge to my account ? So therefore on pay pals end of course it would show as being paid cuz it was authorized as my billing address matched exactly 100% ???? Pay pal was very confused ended up speaking to a very helpful lady named Jasmine who was a supervisor and she says quote on quote ""We have a lot of issues with Razer company in sending correct authorizations to a members account.. She says I'm terrible sorry for the inconvenience they have caused you.. ! 😢  At this point I should have listened so finally the authorization fell off my pay pal account money was returned this is into 4 different chats 4 different cases now keep that in mind and yes forgot to mention that.. I really wanted the laptop so me the persistent dummy I am I decided to place another order to see if I put my physical address as my billing.. And my physical address as shipping so both would match exactly RIGHT ? Smooth order process now ?. WRONG!! No not even close after order was placed following criteria word for word from the case agents I received an email 2 mins after placing order saying sorry your order has been canceled please contact Razer support for further assistance . I was like BRO are you kidding me again and again ? Really so here we are from initial Order date 08/30/2017 and now it's 09/20/17 still not Razer Blade pro and still out my money from my pay pal.. Razer still has the damn authorization on my account for $3699 due to the $300 voucher that was given to me during this whole crisis to try and butter me up when I placed second order.. Anyways I finally gave up to make a huge long story short I sold all my Razer products including my old Razer blade 1060 QHD+ 2016 which was a glorious perfect laptop.. And purchased an Aorus 17 inch QHD+ DT V7 with GTX 1080 and 32GB of Ram 2400 MHTZ. 1TB Samsung 960 EVO SSD 512GB  Ok so anyways Razer customer service is a major issue I highly and I mean highly reccomend not ordering any products from them and if you do and have to contact support well GOD help you I will pray for you.. It was a cumbersome and very stressful experience that I say once in a life time was enough for me.. Never again will I purchase any Razer products  Like EVER !  Please find other brands with better customer service and RMA support  Thanks for reading I hope my review helps potential buyers of Razer so they don't experience what me and all these other negative reviews experienced",english,razer,Jay Sky,1,2017-09-24T02:58:06.000+00:00,Razer is by far the worst support you will receive period,1
"Where to start.... First.. like everyone else, placing an order was an ordeal because unlike every other ecommerce place on the internet, the credit card address &amp; billing address have to be ""EXACTLY"" the same... even though they have  weird choice of fields for the UK. (Asking me my London borough as a required field, rather than London).  Then when my new razer blade laptop comes with the lancer wireless mouse... wireless mode doesn't work at all and the mouse back lifts up so i can see the bare circuit board... after a few ""did you try turning it on"" emails.... they agree to send me a new one, after I send have to send the broken one back.... by printing a fedx label... in a rude email with a million caveats say it will probably be a referb. Who prints anything these days? I don't have a printer... why do I have to wait?  This company is all marketing hype and poor deliver / customer experience. The mouse had terrible reviews anyways. Do not buy.",english,razer,Alexander Holman-Butt,8,2017-09-15T21:56:08.000+00:00,Where to start....,1
Product purchased was arrived with deformed case and defective fan. Contacted support for replacement unit and took them 2 weeks to give me an apology letter with no update. Contact their livechat 2 days later (because I was busy). Received a message saying there isn't any update about your replacement unit. I wonder why did they even have a support team that does nothing. I am now asking for full refund and expecting to see the confirmation 2 days from now. Starting to draft out a letter for court if they decide to play dumb and not process the refund.,english,razer,Li-Chieh Chen,1,2017-09-01T21:15:34.000+00:00,"Defective product, horrible support.",1
"If I could give 0 stars I would. Razer has given us a complete run around, asked for personal ID over email, and reversed our order twice and has now taken money from us with no order placed or on the way. We've experienced horrible customer service and have been hung up on multiple times. We are sad to have had to take our business elsewhere.",english,razer,E.,1,2017-08-31T02:39:19.000+00:00,If I could give 0 stars I would,1
"They sent my item to the wrong address. In fact to a different state than what I put down on my order I even contacted FedEx to see what was going on and they shipped it to Oakland California, instead of to Utah. Their response to my issue was...'We will contact our logistics team to see what happened and we will get back to you in 3 business days'. What terrible customer support. Would not refund me for the inconvenience or offer any kind of other resolution.",english,razer,Spenser Donnelly,1,2017-08-30T20:11:35.000+00:00,They sent my item to the wrong address,1
"I would like to share my experience that I had with the Razerzone store. I have always been faithful and have had great luck with their laptops, but I will no longer be purchasing anything from them online. Upon trying to get a new Razer Blade laptop from them with the mano'war and backpack promotion, four days had passed without any shipping confirmation. I was then contacted by Razer support as they asked for my ID and banking statement to confirm my identity, as my shipping and billing address did not match. This seemed strange as I had never had an issue like this at an online store before. I sent them the info over email, but blurred the important parts. After a confirmation from them a week passed without word, still in the review process. I became very worried about my own security, as the email I sent it to was via ""salesforce"". A legitimate business, but worrying none the less. I tried contacting them via email, phone (which led no where and was hung up on several times), and finally Razer online chat. It was at that time I noticed the money I had paid had been deposited back into my account. After talking with Razer chat, I was reassured about my security and told I may have to place the order again. I was also told the order was in process, but again, no confirmation, and no shipping info. I finally got a hold of their main office in Irvine to get some answers, but again, hung up on multiple times. I finally had enough, and requested that I be called regarding my order or I would cancel it. I got a phone call from a blocked number, and was assured several times that as far as they were concerned, they had my money, there was nothing to worry about, and the order was on its way. A day later, they cancel the order for the same reason this all started ""Both fields must be physical address."" Fair enough. However, the following day, they take the full amount out of my bank account. I have not recieved any proof of credit or refund, and am now in the process with my bank to dispute the claim, because I have not received my money, or product. What a frustrating set of weeks.",english,razer,Joe Reid,1,2017-08-30T17:15:05.000+00:00,Frustrations galore,1
"On August 12th, 2017 I signed up for Razer's mailing list to receive a $10 off coupon.  A few moments later an email arrives from Razer entitled, Welcome to Razer, content which says, ""Use the below code at checkout: None Available""  That's odd for a coupon code.  I had the headset in my shopping cart - which, by the way, I needed to keep re-adding since every time I navigated away from the shopping cart page the contents were expunged.  I tried entering the code ""None Available"" in for a coupon code. The website displayed the following text in red, Invalid Voucher. I'm not getting anywhere.  I opened support case 01294633 to ask for a new coupon code as I had requested and was promised.  I received a nice response with coupon code L08-XTW9-KCGW-GGP2.  True to my word, Razer having fulfilled my request for $10 off I (once again) re-added the headset to my shopping cart and provided my payment information.  I receive an email shortly there-after confirming that order number RZUSWP00000006657752 has been initiated. Less than 5 minutes later I receive a follow-up which says, quote, ""We are glad to let you know that we have successfully processed your order and are preparing your order for shipment.  If you paid by credit card, your credit card has now been charged.""  That was all August 12th.  I am waiting for three days before I check the status of my order.  Apparently Razer charged my credit card without shipping the goods.  ""According to the Federal Trade Commission, many credit card issuers do not allow merchants to charge your credit card before they ship.""  This was not a pre-authorization request or a temporary hold on my card but they actually took my money at this point without shipping my headphones.  The headphones never shipped. On August 17th I received an email which says, quote, "" Hello Guest,""... Guest?  Apparently I was reduced to guest status.  The email continues, ""Your cancellation request has been submitted. ""  Cancellation? What cancellation?  I've already paid for the headphones and am anxious awaiting shipping for the past 5 days.  I open a new case with Razer support number 01302219.  On August 18th I receive an email saying, ""We have processed your order refund.""  I don't want a refund.  I want my headphones.  I open a new case, 01294633 to inquire once again what's going on.  I receive a response to case number 01302196 on August 18th with the explanation, ""the shipping address was identified as a freight forwarding address by our system thus the order was cancelled.""  A couple of things. no, it's not a ""freight forwarding address"" and second,  How about a phone call or email to put the order on hold while I explain to you that I use The UPS Store to receive packages, especially electronics, to protect them from thieves snatching my packages off my door step during the day. The UPS Store does not forward packages. They sign for packages, keep them locked up, and then I sign for them when I retrieve it from them.  The email continues, ""Please be advised, for the order to be placed successfully on our webstore, kindly use a physical USA address when placing the order.""  Physical USA address?  The UPS Store is right there on Main Street.  I sent them a Google Street View image showing the store front in a small shopping center.  This is a physical USA address - there it is!  It's a red sign behind the truck, next to the pizza place.  It is not some virtual address or a forwarding address.  Razer writes back in response to case 01302219 asking me to only respond to case 01302196 which would put me further back in the support response queue.  I write to respond to case 01302196, telling Razer what I think of them and their inability to ship to me after they charged my credit card.  I receive a response back from case 01294633 by phone.  I'm getting lost as to what case we're on.  I write back to Razer, tell them to keep their headphones, tell them there are plenty of competitors, and advise them that I have written to the top executives at The UPS Store to inform them that Razer won't do business with them.  and, neither will I being doing business with Razer anymore.  I have also filed a complaint with Chase Visa against Razer who charged my credit card without shipping my headphones.",english,razer,Henri,2,2017-08-30T15:51:10.000+00:00,Hostile Towards Their Customers,1
"I bought a mouse from your website on the 31/07 and a week later the order  was cancelled, and still my on my PayPal where is a pending order from you",english,razer,Frederik Frese Hansen,2,2017-08-28T08:19:39.000+00:00,"Bad company, but good products",1
"My laptop screen was defect after about 6 months usage. The helpdesk answered to all my emails within a couple of hours A day later i received my prepaid shipping sticker for repair. In less than the announced ten days i got my laptop back with a brand new screen, all with enough feedback from the helpdesk about my repair/sendback status  I'm really happy about the service",english,razer,Viking,9,2017-08-27T13:41:05.000+00:00,My laptop screen was defect. great repair,5
"Great products (in theory) but they never live up to the expectation.  There products may be the very best on the market but when you have a problem with any of them you can be sure you will be waiting for months for a solution 24hrs between each ticket reply i ordered a razer Stargazer (AVOID THIS ITEM AT ALL COSTS) great in theory but they just don't work and if razer cant even help you after days and days of e-mails and no contact number for the UK to talk to anyone LIVE chat only helps people from the us and Canada.  i got annoyed of trying to deal with them so i just returned the product and i will be getting a Logitech c922-pro instead.  honestly guys if u read my review, and you have a problem with a Razer product just send your item back to Razer or the reseller you got it from, there customer service will not help you, and if they do it may take weeks to find a solution.  Good luck,",english,razer,Darren Farr,1,2017-08-27T13:41:27.000+00:00,Great products (in theory) but they never live up to the expectation.,1
"I wish I had read these reviews before trying to order through their website. I went to order a razer blade for my son. Put all details in then I get an order confirmation telling me that my order is cancelled. Best bit my credit card has £2000 on hold. Contact customer support, they tell me the money will be added back to credit card in the next 24-48 hours. They then say ensure my billing address and delivery address is the same. I try and order again, guess what order cancelled again. Not to be deterred tried ordering again with PayPal alas ordered cancelled again!! Now razer online has £8000 on hold against my credit cards! E-mailed customer support explaining I've just had my worst online shopping experience, I have a upset son, and I'm still awaiting a response. I'm now going to talk my son about a different laptop. RAZER your the pits, don't buy or deal with this company.",english,razer,Albert William Hare,2,2017-08-25T14:30:26.000+00:00,I wish I had read these reviews before …,1
"I have purchased 1 death adder, 1 molten naga, 1 green naga, 1 razer kraken, and a razer kraken usb headset. I have also purchased a keyboard through them... I think it was the widow.  The death adder broke about two weeks in, couldn't get a refund due to their god awful customer service. The widow broke a month in (keys no longer worked, or the keyboards lights would no longer display. The mouse broke because the laser on the bottom was faulty.  I still currently own both the nagas, but the cables are have all been bent and destroyed, their cabling is poor quality and will not hold longer than a year. My headset has lights that will change colors, but not consistently or simultaneously. Updating drivers is a chore. Why do they have their own software for something this simple? And why does it lock you out if you guess your password wrong twice? Like a five minute lock out session? Really? My bank doesn't even log me out for that long. I have 30 passwords memorized, and razer is NOT that high on my priority list.   Don't even bother with their customer service. Don't bother with their products either. Go with logitech, or somebody that can actually make a decent product, not just a cool logo.",english,razer,Kevin Steidl,2,2017-08-25T14:40:31.000+00:00,"Garbage, crap, more garbage.",1
"I don't know if this is an overall problem with this company, but I've had it with the quality of the Razer Naga, don't get me wrong I like the idea behind the mouse, and they work fine for the first year of use. After this, the buttons(even the f**cking L/R click) stop not reacting and I have to go back to my 10+-year-old Logitech gamer mouse. Which mind you, still works like a charm. I would expect this level of quality out of a 5$ mouse. Not an (at least in my region) 100$ product. I've had it with your total lag of quality control and the rage throw to the ground during my last gaming session was the last nail in the coffin for the dead naga(5th in total) in my trash. I will never buy any of your products again.",english,razer,Sutsko88,2,2017-08-25T09:53:05.000+00:00,I don't know if this is an overall …,1
"I'm so sorry to hear that a lot of people had terrible experiences with Razer. For me, I just purchased The New Razer Blade (Late 2016) from their website, my first ever Razer product and everything was fine. Better yet, their support services were fantastic for me. At the time of purchase I had JUST missed out on a new bonus code where you get a free pair of Kraken Pro V2 headphones and the Lancehead mouse with your purchase of a Razer Blade. I was so bummed that I missed out that I emailed Razer support asking if there was a chance I could still have the two free products. Support services were great with consistent and reliable contact that took 1-2 days for each reply. Even with my gazillion questions, they answered me patiently and thoroughly, made sure my case was taken care of. I got my laptop a week after purchase, got the headphones 2 weeks after and now I'm waiting on the mouse. I really wasn't expecting such generosity so I am pleasantly surprised they were totally okay with sending me the two products both worth just under 400 dollars together, completely for free even after I had missed out on entering a code at the time of purchasing the Razer Blade. Ordering was fine, shipping was fine, support was fine. My Blade works fine, no issues whatsoever. I barely every write reviews but I felt compelled to this time because of how great Razer were to me.",english,razer,Nicole Yuen,1,2017-08-25T02:56:14.000+00:00,"Maybe I got lucky, who knows.",5
