comment,language,product,reviewer,reviewer_review_count,time,title,vote
"I contacted them with a pre-sale query, to ask about the specifications of one of their notebooks and they were clueless, apparently nobody there could give me the answer. I was asking about the specifications of the screen they use on a particular product but they couldn't have been less helpful. I was considering buying a very expensive laptop from them but after realising how clueless the staff are and seeing their Trust Pilot score, I'll pass.",english,asus,Joe,6,2016-11-29T10:01:59.000+00:00,Asus don't even know the specs of the products they manufacture and sell.,1
I have had 2 Asus motherborads fail in the last year. A P9D-I failed within weekd of purchase but was swapped under RMA. I also had a Maximus VI Hero board fail recently. It was in the 3 year warranty. I have been offered £10 refund from scan.co.uk. Appalling. I will no longer be buying Asus products. Clearly premium boards are less durable than normal mainboards.,english,asus,Robert Nicol,5,2016-11-23T10:55:43.000+00:00,Warranty and failures,1
Sent very expensive laptop to the repair company working for asus 5 weeks ago. main board needed replacing. having to call them every other day to get an update. Student has been unable to access last years data for 5 weeks so far. THIS BEING THE SECOND TIME THE LAPTOP HAS GONE FOR REPAIR  DO NOT BUY FROM ASUS,english,asus,Michael Whitefoot,1,2016-11-10T11:05:41.000+00:00,Would have chosen zero if I could,1
"Don't rely on any customer support assistance from this company, it was a joke. Avoid any new and untested/previously un-reviewed products as some of their add ons simply don't work and they have no interest in helping you understand why or supporting a fix.  They provide a contact number on their website but all its does is put you through a selection process, then it tells you to send them an email which they may respond to within 2 days. Calling it a customer service is like trying to get you to believe that an Gazelle is actually a Pig. Judging by the other comments, I see I am not alone. Whoever is responsible i.e. the CEO, needs to pull their head of that dark place and wake up to what really matters to their customers. I'll not be buying ASUS products again.",english,asus,Steve,2,2016-11-10T10:39:54.000+00:00,ABSOLUTELY DREADFUL CUSTOMER SUPPORT!!,1
Had a nightmare with my tablet.  Charged it three times and its broken.  Sent in for usb replacement.  Quoted £500 for usb port change! As they blamed me for their unfit for purpose product.  Had to pay £55 to get my tablet there and back.  Lost my important data.  Will never purchase ASUS again.,english,asus,Rafaaa,6,2016-11-08T17:19:39.000+00:00,worthless warranty.,1
"Refused to honour warranty even though within official 3 years, will never buy ASUS again.  So bought a MSI GTX 970 Gaming 4G an a BenQ XL2411Z Monitor as replacements, dismissed any ASUS equivalents, stuff'em.  Seriously take the Warranty with a pinch of salt.",english,asus,Stephen Jackson,3,2016-11-05T00:47:26.000+00:00,Warranty worthless.  Faulty Asus R9 270 OC II Gfx Card.,1
Asus Zenwatch 2 bought new in Zurich. Battery life down to 6 hours within 6 months so contacted ASUS. They insisted the watch only had a US warranty so watch would have to be sent to US. Absolute rubbish and will NEVER buy one of their products again.,english,asus,simon fellerman,1,2016-10-29T13:53:27.000+00:00,ASUS warranty worthless,1
"not only did they refuse to replace a faulty screen which was 2 month out of the box, they were also very rude an unresponsive, customer support will not help you with any problems you face from hardware to software, this company clearly doesn't care about it's reputation; all they want is your money, quality control is shockingly bad, good luck getting help from ASUS for any product you have got from them,  Easiest thing to do, boycott ASUS, they're a terrible company with overpriced faulty items, buying a new product? expect multiple problems,  the only time i would recommend one of their products is if you fancy a stressful project of getting your product to work because customer support are not going to help you,  would give 0 starts if i could,   100% would NOT recommend.",english,asus,Samuel Jurrell,1,2016-09-29T16:29:12.000+00:00,"Don't buy ASUS products, No customer support, faulty hardware.",1
"As it says on the title, contacted asus uk customer service via email no replies or acknowledgement whatsoever. Unable to register the product online. Product was faulty (dashcam) returned using seller.",english,asus,ACustomer,1,2016-09-16T10:28:01.000+00:00,Customer Service Non Existent,1
"Recently got in touch with their customer services regarding technical question regarding my Asus motherboard. I might as well have asked the Budgie. Wasted my time, don't bother, you'll get more logical and considerate sense from talking to an ape!",english,asus,Nuke em Puke em,1,2016-09-14T10:16:58.000+00:00,Asucks!,1
"If you are in doubt of ASUS credibility on phones like I was when about the buy it. PLEASE, DO NOT DO IT. It is the worst waste of money ever. After reading positive reviews of its camera, I bought a Zenfone 3 Laser in March 2017. It worked relatively well until the Nougat update what happened a month after purchase. From that point to now it has been glitchy, absolutely slow, very often irresponsive and crashes regularly. The phone was bought for pictures and because I would travel so I carry it with me and patiently try to use this crappy phone to do its supposed job. After reading forums I patiently have waited for the promised problem solving patch what for almost 5 months never happened. The ASUS support ask me to return the phone by mail to be serviced which is clearly impossible now considering the phone was bought to travel. After weeks trying a solution with the support the only option given is to return the phone to be sericed with a turnaround estimated in 7-10 business days what in this case is absolutely unnaceptable and no options such finding a local assistance or refund on return were offered. I understand the best thing to do here is just throw this crappy product away and assume a financial harm but it is just revolting. Be alert to the experience you are taking when buying products from this non serious company.",english,asus,Roberto Silva,5,2017-11-26T02:38:01.000+00:00,Crappest phone ever bought,1
"I purchased 16 computers in the past year.  5 of them about 3 months ago.  One of the 5, after being used for less than a month, will not keep a charge.  One ASUS CSR left me a voice message saying that the refund was approved and when I called to arrange the return, another CSR stated that they were having computer problems and that the notes on the case were not transferred but that I could not return the product.  I am not satisfied with CSR not allowing me to return a defective computer after I have spent $15000+ this year.    Well, I just cancelled the order for the 2 new computers I purchased today and I will be moving on to Lenovo.  Horrible customer service ASUS!",english,asus,Karen Boyce-Layne,1,2017-11-22T23:41:24.000+00:00,Horrible Customer Service!!,1
"Sorry for me to rate this bad score for you all , this is just because i just spend M Y R 37++ for G L 553 V gaming laptop I 5 series but in fact for the few weeks i bought this laptop , this gaming laptop cannot be shut down . Besides that , the game  I play League of Legends , the fps i already set it as 60 fps which is really moderate but this gaming laptop its fps was very low it often drop to 27 or 15 something but this computer i just bought it 3 months on August . This is okay i can understand but the worst is sometimes when I was playing games the window suddenly update without any inform , and just crash my game . When update is happening my games is stuck at below 30 fps for whole game . Just before the updating , my whole screen just cant move at all it is really upset for me . And , my friends . his laptop is using up to 3 years but his laptop have lower price than me when he bought it , he can just play so smooth without any lag . So i really hope u can improve your item and if can hope that i will get a reply from you all .",english,asus,Tang Yi Zhe,1,2017-12-01T11:54:53.000+00:00,Sorry for me to rate this bad score for …,1
"Stay away from ASUS!  I had an ASUS laptop I bought for $1,600: 7th generation i7, 16GB, touch screen, SSD.  Broke down twice in two years and needed new motherboards.  First failure under warranty (20 days in repair, lost all data), second time charged $450 (20 days in repair and also lost all data).  Don’t waste your money!!",english,asus,Danny Kiriakidis,1,2017-11-16T10:12:01.000+00:00,Stay away from ASUS,1
"Asus claim quick response and long battery life on their notebooks. Both claims are a LIE!!!!. Battery life is abysmal, lasting only around one hour. Speed is slower than my 7 year old Toshiba lap top.... This machine is rubbish and it'll be in the tip in the next few months!!   Over the last 15 years I've used many lap tops and this is the WORST!!!!!",english,asus,Alan Ballard,3,2017-11-01T21:14:11.000+00:00,Asus Notebooks are RUBBISH,1
I am very happy with my latest purchase - laptop from Asus. The price was the best for a ssd laptop.,english,asus,Dave IT Tech Support,6,2017-10-29T07:16:09.000+00:00,I am very happy with my latest purchase …,4
"It's been about 5 years since I've purchased Asus ROG G750J. This is the best laptop I've owned, till this day it works like a charm, no hardware/software issues. In fact I've never cleaned the thing in 5 years, great hardware which just works. Can't comment on service quality, since never had to call them in, which is great.",english,asus,Alex,2,2017-10-27T12:58:03.000+00:00,It's been about 5 years since I've …,5
Asus is first latop I've bought ( x550vb ) and It is working over three years very smooth. I just upgraded with ssd and it seems that I got new laptop lol.,english,asus,Bob Kilt,1,2017-10-17T07:22:02.000+00:00,since day one works great,5
"******Please don't Trust Asus &amp; Worst service I ever came across******  I have recently purchased ZoneFone 24 days back but unfortunately my luck supported me and I got worst product. But still held my breath and I have faith in service center to fix it and handover to them by expecting within the TAT frame given to me.  I forgot the brand that my phone brand is Asus not like Iphone or Samsung or MI. I have handover to them on 25th Sept and still didn't receive any response from them.  However, I call service center on every day to take follow up but call center people have no clue.   Best part is call center guys are very polite and humble. they never deny to help but indirectly result is 0.   I was planning to buy new Asus laptop worth 80000 on Dipawali but I don't think I will even recommend Asus to anyone of my known.   Dear Asus , this is the hight of frustration as we can't survive without phone these days, so If I am not going to get my phone fixed in next 2 days than I will proceed to Consumer court.  MD PARVEZ ALA M RMA Number : INFPH90249.        Thank you for the great Service as you guys commitment",english,asus,Md Parvez Alam,1,2017-10-04T07:12:57.000+00:00,I highly recommend that not to trust …,1
100%RECOMMENDATION COMPUTER AND NOTEBOOK.100%RECOMMENDATION GREAT PRODUCT GREAT COMPANY MOBILE PHONE 100%RECOMMENDATION GREAT SUPPORT AND SERVICES.......... GREAT .......    THANKS YOU VERY MUCH.......,english,asus,RAKESH KOCHUVEEDU RAJAPPAN,1,2017-10-03T07:15:55.000+00:00,100%RECOMMENDATION,5
"SAVE YOUR MONEY! I purchased a cheaper $350 ASUS laptop last month because I needed something with a keyboard to type resumes, reports, etc, but the processor is ridiculously slow. I usually end up getting everything done on my phone while the wheels are still spinning trying to get the laptop to change pages or open a program. Even typing is ridiculous, because its so slow. I can type two sentences and a minute later still waiting for the letters to show up or I'll start rewriting what I wrote because nothings showing on the screen then randomly the characters will show up. I know I type fast, but no other computer or processor in the twenty years I have been typing has ever had a problem keeping up.  Cannot handle more than one window open in internet explorer without slowing everything down. I'm very disappointed I wasted my savings on this crap when half the time its so slow, I end up using my phone anyways. The only thing I've been able to use it for is to watch Netflix, but it was a pretty expensive Netflix player.",english,asus,Katie,1,2017-10-03T07:28:32.000+00:00,SAVE YOUR MONEY,2
"If there was a way to give them 0 stars I would. Absolutely atrocious customer service. I have had an unusable laptop since I bought it and they have disconnected me multiple timea halfway through a call. When asked if they would send me a box to send it back in, they complied, but never ACTUALLY sent the box. I emailed and heard nothing back. I have been trying to contact for 8 months and the issue is still persistent. Suddenly now, my 5 key relentlessly types the time and date after a factory reset and there is no physical damage whatsoever. Warranty is up in one month and it seems like no one at this company wants to help me at all.  Product is garbage, customer service is even worse. Save your money.",english,asus,Deidre Arsenault,1,2017-09-27T22:30:39.000+00:00,If there was a way to give them 0 stars …,1
"I bought an Asus Zenfone 3 Deluxe and 2 months later it got an inkspot in the corner which grew everytime the screen went to sleep and turned back on, eventually taking over the whole screen. So I called ASUS, they said it would be under warranty and it would take 7 days, 10 max, for turn around to get it fixed. I was left without a phone for 2 months and they charged me over $200 to fix a $500 phone because a nix in the bottom of the phone voided my entire warranty. Jump ahead 2 more months and it's inkspotting again. I called them and was basically told that if I sent it in it would be another fee to fix the same issue even though it's their fault. I will never buy another ASUS product or deal with their shoddy nickle and dime repairs and horrible lying customer service agents ever again.",english,asus,Cerra Jewel Hunting,2,2017-09-11T15:44:54.000+00:00,I bought an Asus Zenfone 3 Deluxe and 2 …,1
"If there were a way to give them negative stars, I would.  I bought a desktop from Asus less than a year ago.  Within a month it stopped waking up after going to sleep - not a huge deal on its own, but it's really bad for a computer to have to restart like that.  Fast forward 10 months and I have intermittent internet.  My computer frequently freezes and makes a buzzing sound for several seconds at a time.  A few days ago it shut down while I was in the middle of using it for no apparent reason.    I've called Asus multiple times and I've received different advice every single time.  The only thing in common is that they always said to ship it back to them for repairs.  Well, I don't drive and I frequently work from home, that doesn't really work for me.  I asked them every time what they would do about a replacement computer while mine was being repaired and they always said that I would just have to do without.    Asus is little better than a scam.  Their products are a waste of money and time.  DO NOT BUY FROM THIS COMPANY.",english,asus,Rob Kapp,1,2017-09-07T01:52:36.000+00:00,If there were a way to give them …,1
"I've never in my life taken the time to review a company before. However, the distress this has caused me will never be forgotten and I will simply never buy a product from this company again, but I'd also like to warn others to be careful and think twice. All they are interested in is taking your money.  I bought an Asus Zenbook UX501J laptop in January last year, which is meant to be a high performance and reliable £1100 laptop. I bought it to keep me entertained as I work away all week, isolated with nothing to do at night. For the first 6 months it was fine, but that's the only positive I can give this piece of junk.   From then on I started getting blue screens, which changed each time, and while annoying and inconvenient, due to my circumstances and it being such a hassle to return, I just lived with it. I tried fixing it with formats to no avail. Eventually, and due to it being Christmas, I had free time to get it sent back and fixed. Asus Warranty collected it and repaired it (a hardware fault). Great, but still shouldn't be failing so soon after buying it.   So now it's the New Year and I finally have a working laptop. But then, one month later, and conveniently just out of warranty it turns itself off mid Internet browsing, and that's the last I had out of this £1100!!!! Laptop!! Now comes the 'Customer Service'. I wrote a very long email detailing the history and my disappointment that I'm left with nothing after spending so much money, literally, days after the warranty expired (I didnt even get a full year warranty as I never had a year of use in the first place). However, despite this, I soon found out there was absolutely no way of getting this email to Asus UK. There is no email address anywhere, and the online form they have only allowed a maximum of a few lines to be sent. Best part is, it never worked either, I tried for weeks on multiple different phones, desktops, etc. But I could never get it to submit my complaint! I tried the online chat and tried to get them to address my complaint, however, when I sent through my message, they told me I should ring up as they are the wrong department and there are no email addresses for me to contact.  Eventually I rang the customer service hotline which I don't like to do, as I wanted a proper response from them. I spoke to a man who wasn't interested in the backstory because it was just out of warranty, and snapped that nothing can be done unless I pay £50 to inspect it. With parts and labour to be added depending on what is wrong.  The sheer bluntness of this experience, with no care that I've had the worst experience I've ever had with a product, didn't sit well with me. And with no way to speak to anybody properly, or even open a line of formal communication with them, I was damned to give them anymore money. I opted to get another company to look at it whom found out the motherboard has died and that it's hundreds to fix. I don't have the money at the moment so as of writing, I have been without a laptop for 6 months, with absolutely nothing to show for my £1100, except grief that I ever bought it.  I would warn anybody looking to spend a significant amount of money on their products to think twice. If anything goes wrong, you are on your own, a faceless company that isn't interested with no way to speak to anybody properly.   Anyway, my money is gone and I'm left with nothing but an expensive doorstop. Thanks for nothing.",english,asus,Colin Hird,2,2017-08-31T23:25:22.000+00:00,Worst experience I've ever had,1
the product is good but not the delivery process..,english,asus,Brenda Hationts,1,2017-08-31T00:48:21.000+00:00,the product is good but not the …,3
"they don't want to know,they make things so difficult to obtain service even though goods are under warranty, one star is too much.They give the wrong advice when trying to field a request for service,any thing to get rid of the customer,faced with a situation like this i normally issue a claim in the small claims court,very simple,add all your costs and they pay up very quickly.",english,asus,Vaughn burtenshaw,3,2017-08-20T09:34:33.000+00:00,"they don't want to know,they make …",1
Thank you Asus for the WORST customer service around. More than 2 months later and not only do I still not have a working phone but you have done absolutely nothing for me. My Asus phone has been the biggest waste of my time and money,english,asus,Jessica,1,2017-08-18T08:08:19.000+00:00,Thank you Asus for the WORST customer …,1
"Worst customer service ever. If there was a negative star rating, I would have given negative 5 stars for you guys. Never ever buy ASUS products since the customer service is pathetic. Its been over 2 months now and my problem is not resolved. Every time I call customer care, all I get is that the 3rd tier customer will give you a within 24 - 48 hours, but they call you back. Instead you have to call back every time to get your issue resolved. So I rate you guys -10.",english,asus,Karan H Sharma,1,2017-08-16T12:55:17.000+00:00,Worst customer service ever,1
"Asus loads their laptops with crazy amounts of 3rd party apps which significantly diminish processing speeds. Yes, you can remove them but why should you have to use your time doing that before the laptop is actually usable? Plus, they will keep recommending and selling the apps with popups on your computer.   I will say they fixed a bad port in less than a week and the process was relatively easy. However, the port went bad after only a couple of months of use (new not refurbished laptop).",english,asus,Jennifer Bush,1,2017-08-16T17:44:51.000+00:00,Aggressive 3rd party apps and defective port,1
"Asus PC and I did upgrade win 8.0 to win 10 &amp; OK for 32 days (ie too long for simple rollback). Problem was turning PC on with button on front, as system would not launch and seemed stuck in sleep mode with flashing light on PC front and PC black screen only--also mouse and keyboard inputs not recognized.  PC would start after many attempts and run and update correctly. As workaround I left PC in sleep mode unless win update demanded click restart button (which did work).  I online contacted ASUS tech help- First reply gave the wrong model no. of my PC and said win 10 not supported so rollback---Supplier PC World said my 2 year old PC needs updated win 10 ASUS drivers but nowt from ASUS tech email.  Second reply spelled my name wrongly and incorrectly said I had a laptop--said reset to factory settings--- by pressing F9 repeatedly during restart---NO USE as keyboard not recognized during button start!!!!!  Guess I will sort this out without ASUS tech help as USELESS.",english,asus,d peffers,1,2016-09-06T12:04:19.000+00:00,ASUS staff not paying attention,1
"I rang Asus UK customer support and asked about the availability of the asus zenfone 3 ultra 64gb on for the call to be directed abroad and the Asian (sub-continent) who answered it told me ""I don't know, why don't you email them "" then I put the phone down on the rude idiot.  I was going to spend £600 on one of their phones, screw them, I'll take my money elsewhere.",english,asus,Steve Ibison-Steele,4,2016-08-23T10:30:20.000+00:00,"""Why are you bothering me""?",1
"Bought a maximus ranger mother board. Was given non working codes for my free doom promotion. As things stand both the shop i bought it from and asus/ROG are not ansering my emails and im looking to citzens advise to find out my rights. Its a real shame that a company like asus would actually behave like this. This is an issue that could have been fixed in 5 minutes and as i told the representative, asus could have come out of this looking like a company that cares instead of one that doesnt.",english,asus,stansmith,1,2016-08-22T12:18:17.000+00:00,False advertising,1
"Having gone through the existing reviews, mine seems exactly the same. I bought a laptop sometime ago, as a standby, and only when I opened it to upgrade it to win10, I found that the keyboard would not work, I went through all the troubleshooting steps, nothing worked, during this process I made contact with asus, and they said they would not repair the laptop as it was out of guarantee. I emphasised that it was unopened sealed brand new until I tried to upgrade it. They were not interested and refused to repair it. Disgraceful CS, and suspect products",english,asus,Peter F Errington,9,2016-08-12T19:39:54.000+00:00,"DOA product, and extremely bad customer service.",1
"When my son's ASUS T100 came back from repair - due to it not being able to be charged - games software previously loaded was missing, and the Office Home &amp; Student 2016 software was not accessible and nor would trying to re-access it using the Microsoft product key work: it was rejected for no known reason.  Telephoning the customer support number was useless because it was permanently engaged, therefore impossible to contact anyone to speak to about the matter.  Do not buy this company's produce.  Based on my internet research, there is a big chance something will go wrong and you will have little chance of getting it fixed without major problems, if at all.",english,asus,Normans Customer,7,2016-08-09T15:39:36.000+00:00,Bad repair and permanently engaged support telephone number.,1
"Sons Laptop failed with ""Intermittent"" problem.  2 months wouldn't work/ two months worked!!! Asus agreed to repair U/W.  Took almost two weeks for next day courier to collect (Incomplete post code supplied by Asus.) Repair company advised damage caused by ""Spillage"", so not covered U/Wwhich we disputed with Asus, so complaint raised and put to ""level 2"" ??? Reply from level 2. Damage caused by ""spillage"" End of story.  Unable to speak to any one human, all we got was ""send an e-mail""  absolutely atrocious service.",english,asus,Kevin Holland,1,2016-08-01T16:44:41.000+00:00,TERRIBLE SERVICE WITH NO HUMAN INTERACTION,1
"I like Asus, but the companies they use to repair your product are awful! They sent me this ""approved partner"" which is taking ages to get my laptop repaired, because they're ""accounts department"" takes over 1 week to identify an online payment that is actually credited to their account within 2 hours. Could they not select a partner more reliable?",english,asus,Vanessa,3,2016-07-29T16:06:02.000+00:00,Terrible if you need to send your laptop to repair,1
"I purchased a X553S laptop/notebook for basic browsing, the first time I used it one of the keys/letters came off.  It has been beset by constant problems ranging from Black Screen, slow loading, buffering, lagging.   The performance has been nothing short of abysmal.  The keyboard is springy and when you actually type anything the letters don't actually show up and are missing and you have to retype or inset letters all over again.  I have checked for add-ons etc. and what is running in task manager etc. but the CPU at all times is through the roof.  It needs charging three to four times a day for basic use.  The resolution quality is pathetic and the constant flickering is beyond annoying.  There seems to be a loose connection between the keyboard and the monitor.     Their Customer Service beggars belief, despite all the problems they try to palm you off and tell you to go to the retailer and seek a refund.  I have only had the product just under one month and the customer service rep couldn't wait to get me off the phone, just go to your retailer there is nothing we can do for you was his response. Its incredible that these types of companies are allowed to get away with this type of behaviour.  Despite all the hardware and indeed software issues they ignore them and tell you its a hardware issues only warranty and not their problem.  God only knows what they class as hardware then.   There should be a petition or some form of campaign to get legislation that actually deals with this kind of company and not the feeble and half hearted regulations and jumping through hoops that exist at present.  This company needs to be closed immediately anybody who has got a product that works should rejoice for they certainly don't know how lucky they are.  My experience has been awful the product is not even comparable with laptops of ten years ago such is the feeble performance.",english,asus,John,3,2016-07-12T10:53:45.000+00:00,Ripp Off Company - Awful Products - Awful Customer Service,1
"Bought a laptop in the US with a global warranty in 2015. About 4 months later it died, so I called Asus UK who said I would have to pay as the warranty wasn't Global. Called Asus US who said it was global and should be repaired in the UK under warranty. I then asked UK to call US (they refused), asked US to call UK (also refused), offered to conf them together but they were not interested. Eventually found someone travelling to the US who took it over, sent it off to Asus, brought it back to UK, etc (quite a pain). No more Asus for me ..",english,asus,Brian Kirk,2,2016-06-20T21:14:44.000+00:00,Wouldn't repair under (Global) warranty,1
Brought a Nexus7 2013 which died the same way 1000s of others have. Luckily I thought it was within its one year warranty it gets repaired but on its return it has another catastrophic fault. I email there customer service department and they stated that it can't be repaired and I have to go back to the retailer quoting English law etc. NEVER buy an Asus product they will not honour there warranty they will not support the product if it fails they are as u reliable as the worst no brand name Chinese manufacturer except they cost twice as much   androidpolicedotcom/2015/04/19/reports-suggest-2013-nexus-7-units-are-failing-at-an-alarming-rate-not-likely-a-result-of-firmware-updates/,english,asus,Shoeswith,1,2016-06-04T19:38:52.000+00:00,Arrogant rude unhelpful Asus customer service,1
"I bought a motherboard for which I am entitled a free game, i claimed for it, But the claiming thing did not work. I opened a complain on asus.com and the Customer Service rep. in simple words,refused to help me, refused to escalate and told me to go back to my reseller (amazon). For a Asus issue I ink Asus should fix it. I am promised a game by Asus.com, I expect Asus to give me the free game.  Why 1 star? Because it is actually the second time i do not receive my free game for an Asus product. Which means to me I am probably not the only one.",english,asus,Peter Van den Broeck,2,2016-05-30T11:19:26.000+00:00,Asus customer service quite bad,1
"Their customer service is a bad joke. If a product breaks the only advice they give is contact retailer, retailers policy plainly says ""Return to manufacturer."" Asus say ""Contact retailer"" Retailer says ""Contact..... I`m stuck in this loop right now.",english,asus,Darren,9,2016-05-03T19:00:04.000+00:00,"Run fast, run far and don`t buy off Asus.",1
"Good potential product , terrible BLB and even worst that Asus collaborates with LetMeRepair UK that have such a bad reputation and they proved that to me by sending me a replacement in the form of a PA279Q used monitor instead. First of all I've got my Asus PG279Q computer screen from Aria PC UK and they sent me an open box on the grounds that hey do pixel checks , funny enough the day I've received the unit had several dead/stuck pixels and a considerable amount of backlight bleed.I've decided that is not acceptable so I've asked to have the unit replaced.I was adviced to get in touch with Asus directly , so I did . After several email sent to them with attachments containing the issues I've been advised to fill a RMA form.At the first two attepmts I was refused an RMA because the serial no apparently appeared on their system as the unit has been purchased from abroad ,which I didn't ,so they asked for proof of purchase . I think I had to send up to six emails in different formats with the bill over several days because they could not see the attachments since they only accepted some particular formats or something . Eventually they got the document and accepted the RMA and I was advised I will get a replacement when they have one in stock.After a week or so I've received one email from DPD &amp; LetMeRepair UK that I will receive a replacement shortly. I looked LetMeRepair online to see what they have to do with all this and all the bad feedback about them showed up in my search engine first &amp; I hoped they won't make this harder than it has to be.Today I've received the replacement , a PA279Q yes a PA ... also in a terrible state, please see the pictures. Now I've just finished e-mailing Asus &amp; the wonder company ""LetMegive-you-a-second-hand-chapter-version screen-for-your-few-days-old-expensive-screen UK"" and waiting for their excuse and see how it will solve the problem.  I don't know if it is just bad luck or what , but it is a extremely frustrating process so far and it could have been all avoided with better QC in place. They wave has some great products, most of my electronics and computer parts are Asus but I will be thinking twice before buying their brand again if this is how they deal with their clients by collaborating with this terrible third parties that's for sure.",english,asus,Robert R.,5,2016-04-29T11:24:49.000+00:00,Terrible RMA experience Asus PG279Q,2
"I purchased brand new a ASUS ZenFone 2 ZE551ML, I then registered it, 4 months later it develops a fault whereby I can hardly hear the phone ring  (a common fault it seems caused by using cheap parts in this case the speaker). I spoke with ASUS who talked me through a full factory reset ( now I've lost all my text messages) and provided me with a link to arrange a return to ASUS UK if this reset didn't work.   It didn't so i filled in the form and was informed that I would be sent details of when the mobile would be collected within 48 hours.   Instead I received an email, stating ""The form with the serial number: (F6AZFG00E654) has been rejected as the given information advises that the unit is provided with local warranty only.  According to the information  it shows that the unit was purchased outside of the UK or Ireland.""  I would happily have bought the phone from the UK but ASUS don't sell it in the UK. They have offered to repair it (so we know they can)  but it is chargeable.  What a con, they know that the phone is within the warranty period, and ASUS is a global brand....this is just plainly a scam on their behalf.  We live in a global society with global commerce and trade...it's about time ASUS realised this and also realised their greatest asset is their customers as without customers they don't have much of a company.  I vote with my mouth and my wallet.... I will never be buying from ASUS again and I suggest you don't either.  (ASUS as you have know who I am perhaps you might wish to sort this out)",english,asus,Matt O'Driscoll,1,2016-02-24T08:13:42.000+00:00,DO NOT DEAL WITH ASUS....Will not honour warranty,1
"Touchpad suddenly stopped working, took them 18 days to fix and return to me just for it to stop working again within a month.  Iv'e only had this ROG G751JL expensive piece of poo for 6 months. The shipping address they give to the courier is just the flat number and not the street number and i asked him to fix it and he says not his problem so i asked for customer services phone number and he says don't know of one.",english,asus,Arif Mohammed,3,2016-02-09T14:35:20.000+00:00,"No customer services phone number, technical support number but no C.S.",1
I bought a asus k53e laptop many years ago the dc jack on the tablet was faulty so I requested a repair from asus. Received the tablet back and within 4 months of receiving back the fault came back. Contacted asus about another repair due to the repair being a fault on there side with many people with these laptops had the same fault. But no the warranty was for 3 months.  So why would I have to pay for fix if the same fault came back.,english,asus,Nathan Etherton,7,2016-01-22T18:58:30.000+00:00,Asus k53e laptop,1
"Bought a notebook (Asus X555LA), the smart gesture feature (enables scrolling and other navigation features using finger gesture on touch pad) malfunctioned within 3 months. Contacted customer service and they suggested upgrading device drivers but no use. Contacted them again as it is within warranty period and they said it is due to upgrade to windows 10 (which was done a while ago and the feature did work after that ) said will charge for software repair. By the way, the quality of the notebook is poor with case made of cheap quality plastic which makes a sound when opening and closing the lid. Don't buy this brand ever......",english,asus,s balakrishnan,1,2015-12-28T15:18:55.000+00:00,Poor quality product with matching customer service,2
I gather from the internet that this is a common and known problem - including by Asus. It is all over Facebook and there is even a petition set up (few thousand sign-ups i think)  Recent updates ruin the device.  Only thing to do is send it to them when they charge £45 minimum before they even look at it.  How can this be allowed ?   I will never ever buy another Asus product.   Did the poster below get anywhere with Watchdog? Ask them to contact me if so - i will be more than happy to contribute,english,asus,Barry Woolston,9,2015-12-16T14:35:42.000+00:00,Software update ruins device,1
"I bought an Asus gaming laptop in 2012 and absolutely loved it, however in 2013 the power jack inside the motherboard snapped off. Sent it to Asus under warranty and they replaced the entire motherboard. Since then Asus started using let me repair as their repair centre in the uk. Unfortunately in the beginning of October the power jack snapped again but this time the unit was not under warranty so £400 and two months later I am still waiting for the unit to be fixed. I called every week to see if there had been any updates and was told by the repair centre they have to wait for parts to arrive from overseas. They told me last week that the parts had arrived finally and the repairs would be completed and I would receive the unit back mid week but when I looked online it said parts were still waiting to arrive. I called this week to check everything was on track only to be told they were still waiting on parts and they noticed suddenly additional damage that would cost another £140 to repair if I wanted it fixed. I am beyond frustrated and next time will save for an Alienware unit. Asus make good products but after sales customer service is terrible.",english,asus,Travis,1,2015-12-14T13:38:13.000+00:00,Good laptop rubbish customer service,1
"I bought ASUS product desktop PC G20AJ on 17 september 2015 and it worked for 20 days and i did not get a display to my monitor. And my monitor was working fine. I called the customer support and spoke to them and they asked me to send my PC for repair. They took 2 week to collect my Pc from my place on November. Then they repaired my Pc for 30days and i received it on November. And from the moment i received my PC it was not working again. I received a letter along with my PC informing that my Pc has undergone so many tests and the motherboard and grpahic card of my PC is changed. But my Pc was totally dead with several scratches made by the service team. Again i called the Asus support and they took another two weeks to send arrange another repair. and still now my product is with them. And i called them today they say that their engineers has to reply for the repair and when i asked them to reply, they question me ""Do you think our engineers do have any other work to do ?"" is this how a standard company reply to its customers ?? i am really disappointed with their service. And when i called the repair center (LetmeRepair) directly they say that they are waiting for the reply from ASUS. More than the number of days the the product was with me its with the ASUS repair. And the customer service they are providing is the worst service i have ever experienced in my life.",english,asus,Mohamed Sheriff,1,2015-12-11T14:07:23.000+00:00,PLEASE DONT BUY ASUS,1
"Bought an ASUS ROG laptop for work in March 2017.  Since then it has broken 3 times with exactly the same fault.  So far it has had two screen replacements and a harddrive replace and it still doesn't work.  I will never by an ASUS product again and recommend that you steer clear of their high end laptop range.  Refused to give a refund and said they would continue to repair the laptop but in 6 moths it has worked properly for about two weeks so have absolutely no confidence their ""third party"" repair stores will fix the device.  A complete waste of £1500!",english,asus,Mark Breadner,1,2017-08-04T18:17:01.000+00:00,Bought an ASUS ROG laptop for work in …,1
